instruccion_sistema,text_combined,salida_esperada_json
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",xaaqdjbchnbpxmasseyacnz save lives give blood 20 help save life someone like brian come donate blood 20 staff lounge study centre friday 2 may 2008 10am2pm 20 please remember bring id 20 nasty boating accident brian simmons life saved 300 units blood blood comes people like 20 0800 give blood 0800 448 325 wwwnzbloodconz 20 20 20 3d_nextpart_000_0075_01c8aad42a2eadb0 contenttype texthtml charset3dusascii contenttransferencoding quotedprintable save lives give 3d blood help save life someone like brian come donate blood 3d staff lounge study 3d centre friday 2 may 2008 10am2pm nbs p 3d please remember bring 3d id nasty boating accident brian 3d simmons life saved 300 units blood blood comes people 3d like 0800 give blood 0800 448 325 wwwnzbloodconz 3d_nextpart_000_0075_01c8aad42a2eadb0 fri 08 aug 2008 191010 1200 save lives give blood friday 2 may,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""Solicitar donaciones de sangre"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""Promueve una causa benéfica sin solicitar información personal""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",enid iona enid_ionajcmediafuturesorg usa drugstore voted 1 usa pharmacy internet 95 meds online store accept mastercard visa jcb dinner echeck get mystery gift every purchase limited time offer checkout gift clicking link httpbsowwcellcomcn thu 07 aug 2008 154933 0700 viagracailis 126 per pill fast delivery guaranteeed save us gwqyre t2m,"{
  ""urgencia"": false,
  ""peticion_sensible"": true,
  ""intencion_detectada"": ""promocionar medicamentos y obtener información de pago"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""Ofrece medicamentos y solicita datos de pago de forma sospechosa.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",development program econo physics hello shirley understood yannis proposed brown bag lunch give talk discussion various possibilities would follow mid may go leave europe year could available make trips back forth time time get things started best regards joe mccauley,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""Coordinar una reunión para discutir un programa de desarrollo"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El correo trata sobre una reunión sin solicitudes sensibles.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",enymex would interest using auction functions eol product instead product line lot flexibility setting rules reserve prices sale commitment timing etc would added benefit finding customers willing transact price high assume showing one side market original message kitchen louise sent wednesday august 29 2001 6 20 pm thome stephen richter brad calger christopher f cc webb jay taylor mark e legal subject enymex sounds like great idea quickly get original message thome stephen sent wednesday august 29 2001 10 25 richter brad kitchen louise calger christopher f cc webb jay taylor mark e legal subject enymex brad may consider targeting wide audience since turbines technology choice many large corporate entities target audience may need somewhat diverse prerequisite purchase ability raise 31 mm plus option fees two primary documents one spec sheet general scope turbine purchase agreement counterparty two options one contact us provide bid would price assurance exclusivity case choice accept offer turbine option contract 1 mm would 30 day call turbines would permitted conduct due diligence 1 mm buys price assurance exclusivity period may nuance offer price call actual turbine consistent eol format steve original message richter brad sent wednesday august 29 2001 7 10 kitchen louise cc webb jay thome stephen taylor mark e legal subject enymex armed target list purchasers craft new product pop hit companies systems log would give following information general description assets contact information names thome stephen taylor mark e legal subject enymex ah ha turbines idea eol want post advetisement want post turbines essentially like new product launch would pop announcing new product new product would turbines exactly product post turbines obviously offer abbs actually canada never know someone may click would interesting concept probably non binding would site inspections etc advert actually posting turbines louise original message richter brad sent tuesday august 28 2001 2 39 pm kitchen louise cc webb jay subject enymex bob shults attending enymex reception thursday john greg still trying coordinate meeting bo vincent short answer got covered possible another item got call stephen thome ena wanted us post something like advertisement turbines enrononline jay confirmed technically feasible craft pop targets certain customers information links documents spec sheets told resisted approach past potential get hand genie gets bottle speak think fits well turbines wanted make sure behind idea launched development brad original message kitchen louise sent tuesday august 28 2001 8 34 piper greg leach doug cc richter brad webb jay subject enymex assuming greg piper going handle may want talk john arnold good ideas deal nymex original message piper greg sent wednesday august 08 2001 3 14 leach doug kitchen louise cc richter brad webb jay whalley greg subject enymex would happy meet feel free set something contact past nymex issues explain story later asistant tina spiller next week london week maybe get together discuss thanks gp original message leach doug sent tuesday august 07 2001 1 32 pm kitchen louise piper greg cc gagliardi larry subject enymex recently met robert bo collins new president nymex formerly el paso bo keenly aware nymex fallen two areas first catering much locals ignoring true customer base secondly following enymex rollout bo along vincent viola new chairman nymex dedicated correcting two problems immediately personally think chance enrononline could partner nymex could benefit obviously need us far need window opportunity due recent change nymex management something interest follow bo vince houston late august nymex cocktail party rocc could arrange meeting enron,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""discutir funciones de subasta y venta de productos"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El contenido es una discusión comercial sin solicitudes sospechosas.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",nick coghlan uytankmfgmailcom eric smith wrote guido van rossum wrote 26 cant support b would really easiest say want binary formatting 26 30 use strformat dont think expanding functionality formatting anyone spending time id happy update pep drop b didnt even realise b formatter pep 1 dropping leaving formatting implementation alone cheers nick nick coghlan uytankmfgmailcom brisbane australia httpwwwboredomandlazinessorg _______________________________________________ python3000 mailing list smsbmo9552pythonorg httpmailpythonorgmailmanlistinfopython3000 unsubscribe httpmailpythonorgmailmanoptionspython3000python300040tangomucom thu 07 aug 2008 235546 1000 python3000 implementing formatting terms strformat,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""Discutir sobre la implementación de formato en Python"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El contenido es técnico y no solicita información sensible.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",philippe weber tfzplvcrnawmoesstinuhpnancyfr call papers special session bayesian networks evidential networks markov decision process application dependability maintenance decision 16th mediterranean conference control automation june 2527 2008 congress centre ajaccio corsica france httpwwwmed08org please note final submission deadline january 15th technical cosponsor ieee control systems society session cochairs weber philippe centre de recherche en automatique de nancy cran nancyuniversité cnrs umr7039 wuillemin pierrehenri laboratoire dinformatique de paris 6 lip6 université pierre marie curie cnrs umr 7606 session topics bayesian networks bn proposed field artificial intelligence probabilistic framework reasoning uncertain knowledge robustness flexibility formalism demonstrated wide spectrum real world problems successfully tested recently extensions dempstershafer ds theory evidential networks promising alternative represent repercussion uncertainty knowledge dependability analysis models used feed decision making classical optimization methods markov decision process mdp used determined maintenance policy help design reliable systems complexity industrial systems difficult manage classical methods recent modelsmethods investigated solve complexity decision making problem goals session collect present approaches dependability applications bn ds modeling approaches collect present approaches decision making optimization methods mdp application reliable system design maintenance policy management show case studies practical experiences provide forum discussion trends research issues opportunities cooperation among different groups submission guidelines contributors submit pdf papers 6 pages ieee computer society proceedings manuscript style two columns singlespaced author guidelines available web httpcomputerorgcspressinstructhtm full paper submitted via med website httpwwwmed08orgsubmissionhtml also aim publishing extended version best papers session international journal special section important dates january 5 2008 proposition contribution special session bayesian networks evidential networks markov decision process sending names authors title paper tfzplvcrnawmocranuhpnancyfr joijgzezzkewcntljoijlip6fr january 15 2008 contributed papers due full paper submitted via med website indication paper proposed special session bayesian networks evidential networks markov decision process march 10 2008 notification acceptancerejection march 31 2008 final camera ready poster papers due contact persons philippe weber cran nancyuniversité cnrs email tfzplvcrnawmocranuhpnancyfr wuillemin pierrehenri lip6 université pierre marie curie email joijgzezzkewcntljoijlip6fr fri 08 aug 2008 105418 0100 uai special session bayesian networks evidential networks markov decision process,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""Convocar a la presentación de trabajos para una conferencia"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""Es un correo informativo sobre una conferencia académica.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",splendorous rx hi paliourg chronic headaches including migraines affect 45 million people costs including lost productivity medical expenses estimated 157 million missed workdays add 50 billion annually lot choices treating online store place find many prescription drugs without prior prescription appointments order prescriptions anytime anywhere visit us today best regards lura hatley funny work authority person inversely proportional number pens person carrying,"{
  ""urgencia"": false,
  ""peticion_sensible"": true,
  ""intencion_detectada"": ""vender medicamentos sin receta"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""Promueve la compra de medicamentos sin receta médica.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",tn win opponent money casino lic jhgmjo welcome ms casino revolution cyber gamlng ms casino establishes turning point casino history uniquely allowing players worldwide play dealer thus receiving favorable odds normally reserved casino ms casino offers popular games including black jack roullette slot machines video poker featuring unmatched graphics sounds may play real money play fun bank details needed questions answers q ms casino offers matchless credibility easy check robert player graham dealer enter one games game verify one losing sum winning sum q ms casino offers highest payouts available possible payouts constant games like blackjack roulette games rules ms casino unique concept allows players become dealer improves winning odds thus bo 0 sting payout rates top daily player determined 23 59 gets 200 bonus winnings generated playing dealer also accumulated scoreboard updated every hour visit site http 4 highrollers net try luck deposit required best regards richie reich casino manager,"{
  ""urgencia"": false,
  ""peticion_sensible"": true,
  ""intencion_detectada"": ""promocionar un casino en línea y solicitar información bancaria"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""Solicita datos bancarios y parece ser un intento de estafa.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",richard fortune hbgdratupzltrlgmailcom accept shit weather bring rain gear 101007 robert early wrote dont get wrong think fantastic beauty spots lots varied nightlife many places going away anytime possibility reasonable weather costed small fortune compared could get abroad stay friends relatives possible r im rocky road heading mountain slope steps echo echo louder wed 06 aug 2008 052025 0100 ierant weekend break,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""discutir sobre un viaje y clima"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""No hay indicios de fraude o solicitud de información sensible.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",martin v löwis qpnyslvloewisde im bit nervous syncing feeling pythondev committing changes python private branch pybsddb would rather prefer patches send integrate canonical pybsddb releases python frequently understanding pybsddb copy python official code base think unfortunate pybsddb project revived even though already dead perhaps remove bsddb python refer people pybsddb instead somebody suggested post patches tracker think going work diff current python bsddb official version huge nobody could follow sensible approach think diff current python pybsddb version used root january integrate changes current canonical pybsddb drop entire updated package python 1 going 3k porting think way integrating project outside python svn suggestions usual solution integrate python doesnt really ship libraries also active life outside python regards martin _______________________________________________ pythondev mailing list zvlllneumpythonorg httpmailpythonorgmailmanlistinfopythondev unsubscribe httpmailpythonorgmailmanoptionspythondevpythondev40tangomucom fri 08 aug 2008 014441 0200 pythondev bsddb3,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""discutir la integración de cambios en un proyecto de Python"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El correo trata sobre desarrollo y colaboración en un proyecto.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",fadaka randebe randebekalpointcom standard trust bank 15 adeola odeku street victoria island lagos 24th july 2003 alternative email address randebecoteazurfr dear friend fadaka randebe bank official standard trust bank nigeria adeola odeku branch urgent confidential business proposition june 6 1998 gold merchantcontractor randgold exploration company mr jim smith made numbered time fixed deposited twelve calendar months valued us2500000000 twentyfive million dollars branch upon maturity sent routine notification forwarding address got reply month sent reminder finally discovered contract employers randgold exploration company ltd mr jim smith died automobile accident investigation found leave attempts trace next kin fruitless therefore made investigation discovered mr jim smith declare next kin official documents including bank deposit paperwork sum us2500000000 still sitting bank interest rolled principal sum end year one come forward claim according nigerian law expiration 5 five years money revert ownership nigerian government nobody applies claim funds consequently proposal like foreigner stand next kin mr jim smith fruits old mans labour get hands corrupt officials simple like provide immediately full names address attorney prepare necessary documents affidavits put place next kin would also like scan drivers license shall employ services two attorneys drafting notarization obtain necessary documents letter probateadministration favour transfer bank account part world provide facilitate transfer money beneficiarynext kin money paid account us share ratio 70 30 risk paperwork transaction done attorney position branch official guarantees successful execution transaction interested please reply immediately upon response shall provide details relevant documents help understand please observe utmost confidentiality rest assured transaction would profitable us shall require assistance invest share country awaiting urgent reply via alternative email address thanks regards fadaka randebe fri 25 jul 2003 002754 0200 matter interest,"{
  ""urgencia"": true,
  ""peticion_sensible"": true,
  ""intencion_detectada"": ""Solicitar ayuda para reclamar una herencia millonaria"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""Promete grandes sumas de dinero a cambio de información personal""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",vlium x anax supersavings sa 7 _ 0 ord ering onl ine day vi sit site sa big bureau candela colgate confirm cindy ancestry armature bricklaying adverbial dedicate croft appliance anarchy agnomen diathermy caught billiken bidirectional coxcomb airmass dixieland debbie betony defeat connecticut ammunition airspace biz abandon combinatorial blissful asteroid damascus crucifix assassin diversion colosseum bulkhead checksum burbank cent aesthetic danzig antler cationic doctrinaire bazaar buxtehude chaplin abelian asylum comb babysitting cobalt bible cutesy debilitate aboveground crewcut adolph removemeplease,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""no se detecta una intención clara"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El contenido parece ser aleatorio y no malicioso.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",ut offer status dear ut team attached find status candidates cultivation critical please remember contact candidates deadline january 23 let know questions thanks lexi 3 4585,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""informar sobre el estado de candidatos"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El correo parece ser una comunicación interna normal.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",frederik al dprianodaviviendacom dbyfeoo protected message attached wed 06 aug 2008 221233 0000 secure smtp message,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""enviar un mensaje protegido"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El correo menciona un mensaje protegido sin solicitudes sospechosas.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",jeff chan ociwusurblorg quoting ploppy enabled sa one accounts since disabling mails account received tail f varlogexim_mainlog showing completed delivered even th mail que using exim 463 didnt problem enabled sa disabled hoping correct forum message help would appreciated tried past 3 days sort reset back defaults whm still luck thank may better luck check company hosting mailboxes spamassassin mail checker doesnt handle delivery messages jeff c dlnirllcwaikatoacnz sun feb 24 103012 2008 message 7 date thu 14 feb 2008 091807 1300 peter reutemann subject wekalist logistic regression function parameters weka machine learning workbench list messageid 47b3507f5020000waikatoacnz contenttype textplain charset3diso88591 format3dflowed im working logistic regression weka use java program unfortunately logisticmain needs arguments name file training data stored arff file would prefer give logisticmain function data directly variable data eg java programm doesnt need write arff file logisticmain directly reads arff file coud give variable directly programm could faster possible maybe read faq use wekas classes code first explains details use weka api link faqs weka homepage btw please dont reply posts threads screws threadbased display post got sorted underneath stringtowordvector thread instead create new email send wekalist thunderbird guess email clients supports rightclicking emailaddress received email lets choose compose mail create new email cheers peter peter reutemann dept computer science university waikato nz httpwwwcswaikatoacnzfracpete 64 7 8384466 ext 5174 _______________________________________________ wekalist mailing list iuxxdkqklistscmswaikatoacnz httpslistscmswaikatoacnzmailmanlistinfowekalist end wekalist digest vol 60 issue 19 thu 07 aug 2008 075217 0600 mails received,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""Solicitar ayuda sobre el uso de Weka en programación Java"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El contenido es técnico y no solicita información sensible.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",errol bryant fragileauha20pizzalistscom price 100mg x 10 pills us 700 per pill httpe1vpxqblulivefilestorecomy1peqxhhotxi2fd5_vtl306hgp3wrdepyir3_phhirflxlvwg4ckm_zubhwba0esxa6dwdk3wph_rgx_fggplswindexhtml wed 06 aug 2008 093347 0700 viagra sildenafil 50mg x 10 pills buy,"{
  ""urgencia"": false,
  ""peticion_sensible"": true,
  ""intencion_detectada"": ""venta de medicamentos sin receta"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""Ofrece medicamentos controlados sin verificación adecuada.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",tag workshop tag workshop preliminary announcement fourth workshop treeadjoining grammars related frameworks hence tag held institute research cognitive science university pennsylvania august 1998 august 1 august 3 previous workshops held dagstuhl 1990 upenn 1992 univ paris 7 1994 papers aspects tag linguistic mathematical computational applicational well papers relating tags frameworks invited past invited talks grammar formalisms interesting relationships tags example categorial grammars hpsg guidelines abstracts abstracts two pages exclusive references submitted ascii format ps file selfcontained latex file jmacdoug central cis upenn edu email available please send abstract address given please indicate abstract would prefer give short presentation 10 minutes long one 30 minutes abstract contain name address email address proceedings including extended versions 4 pages accepted abstracts available workshop deadline submission abstracts april 15 notification acceptance may 15 deadline submission cameraready extended abstract july 6 workshop dates august 1 august 3 want submit abstract would like attend would appreciate could inform us email july 6 unless already done would like present demo please let us know soon possible including information required hard software contact address jennifer macdougall 553 moore building university pennsylvania philadelphia pa 191046389 usa telephone 215 8983191 fax 215 8980587 email jmacdoug central cis upenn edu tutorial prior workshop tutorial including labs demos july 28 july 31 1998 details tutorial sent soon trying get partial support students attending tutorials information appear future announcements organizing committee tilman becker dfki owen rambow cogentex giorgio satta universita di padova k vijayshanker university delaware,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""anunciar un taller y solicitar resúmenes de trabajos"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""correo informativo sobre un evento académico""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",elidia elidia_horsmanverizonnet feel need order us information httprateyaeccom groves daily talks well perquisites members may also invite guests grove although bohemian clubs male membership includes many artists particularly musicians tue 05 aug 2008 185541 0000 generic brand remedy available safe discreet shipping country worldwide,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""promocionar un producto genérico"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""Contenido sospechoso y enlaces no verificados.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",eastrans nom 5 24 2000 nom 32 500 mmbtu eastrans 5 24 5 23 volume reduced 7 800 mmbtu redeliveries coming fuels cotton valley duke 5 24 redeliveries 25 000 mmbtu per day carthage enron cartwheel agreement 7 800 fuels cotton valley sales tailgate 4 250 mmbtu 5 24 5 23 sales 7 020 mmbtu,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""discutir detalles de transacciones de energía"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El contenido parece ser información comercial normal.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",harold azarva halgertwebtvnet dear ms hasse healthcare person league please send emails subject thank much gert azarva currently subscribed lwvhealthcare 1b10055440efac18fc80423f8be268d5d5a717da26526f5fd093b2c3ce0d6816com unsubscribe send blank email leave8001932905919f98f1b2721e7d78ac4be9537845ff3f7listslwvorg wed 06 aug 2008 213314 0000 lwvhealthcare information source,"{
  ""urgencia"": false,
  ""peticion_sensible"": true,
  ""intencion_detectada"": ""Solicitar la baja de una suscripción"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""El correo solicita información sensible para cancelar una suscripción.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",eric smith nvmkmhkiwaqodtruebladecom alessandro guido wrote anybody please point printa b sepnone endnone produce bn instead ab ive read httpdocspythonorgdev30libraryfunctionshtmlprint pep3105 ml threads find good reason justifying strange behaviour thanks alessandro guido none means use default value probably want printa b sep end import io iostringio printa b end sep files sgetvalue ab _______________________________________________ pythondev mailing list zvlllneumpythonorg httpmailpythonorgmailmanlistinfopythondev unsubscribe httpmailpythonorgmailmanoptionspythondevpythondev40tangomucom thu 07 aug 2008 055850 0400 pythondev py3k print function treats sepnone endnone unintuitive way,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""Solicitar ayuda sobre el comportamiento de una función en Python"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""No hay indicios de phishing o solicitud de información sensible.""
}"
